,number,name,type,ability,hidden_ability,gender_ratio,hatch_cycle,egg_group,Base_Experience_Yield,height,weight,leveling_rate,color,base_friendship,category,gen,legendary
439,#0439,Mime Jr.,Psychic / Fairy,Soundproof / Filter,Technician,"50% male, 50% female",25cycles,No Eggs Discovered,62.0,0.6,13.0,Medium Fast,Pink,70.0,Mime Pokémon,4,No
440,#0440,Happiny,Normal,Natural Cure / Serene Grace,Friend Guard,100% female,40cycles,No Eggs Discovered,110.0,0.6,24.4,Fast,Pink,140.0,Playhouse Pokémon,4,No
441,#0441,Chatot,Normal / Flying,Keen Eye / Tangled Feet,Big Pecks,"50% male, 50% female",20cycles,Flying,144.0,0.5,1.9,Medium Slow,Black,35.0,Music Note Pokémon,4,No
442,#0442,Spiritomb,Ghost / Dark,Pressure,Infiltrator,"50% male, 50% female",30cycles,Amorphous,170.0,1.0,108.0,Medium Fast,Purple,70.0,Forbidden Pokémon,4,No
443,#0443,Gible,Dragon / Ground,Sand Veil,Rough Skin,"50% male, 50% female",40cycles,Monster / Dragon,60.0,0.7,20.5,Slow,Blue,70.0,Land Shark Pokémon,4,No
444,#0444,Gabite,Dragon / Ground,Sand Veil,Rough Skin,"50% male, 50% female",40cycles,Monster / Dragon,144.0,1.4,56.0,Slow,Blue,70.0,Cave Pokémon,4,No
445,#0445,Garchomp,Dragon / Ground,Sand Veil,Rough Skin,"50% male, 50% female",40cycles,Monster / Dragon,270.0,1.9,95.0,Slow,Blue,70.0,Mach Pokémon,4,No
446,#0446,Munchlax,Normal,Pickup / Thick Fat,Gluttony,"87.5% male, 12.5% female",40cycles,No Eggs Discovered,78.0,0.6,105.0,Slow,Black,70.0,Big Eater Pokémon,4,No
447,#0447,Riolu,Fighting,Steadfast / Inner Focus,Prankster,"87.5% male, 12.5% female",25cycles,No Eggs Discovered,57.0,0.7,20.2,Medium Slow,Blue,70.0,Emanation Pokémon,4,No
448,#0448,Lucario,Fighting / Steel,Steadfast / Inner Focus,Justified,"87.5% male, 12.5% female",25cycles,Field / Human-Like,184.0,1.2,54.0,Medium Slow,Blue,70.0,Aura Pokémon,4,No
449,#0449,Hippopotas,Ground,Sand Stream,Sand Force,"50% male, 50% female",30cycles,Field,66.0,0.8,49.5,Slow,Brown,70.0,Hippo Pokémon,4,No
450,#0450,Hippowdon,Ground,Sand Stream,Sand Force,"50% male, 50% female",30cycles,Field,184.0,2.0,300.0,Slow,Brown,70.0,Heavyweight Pokémon,4,No
451,#0451,Skorupi,Poison / Bug,Battle Armor / Sniper,Keen Eye,"50% male, 50% female",20cycles,Bug / Water 3,66.0,0.8,12.0,Slow,Purple,70.0,Scorpion Pokémon,4,No
452,#0452,Drapion,Poison / Dark,Battle Armor / Sniper,Keen Eye,"50% male, 50% female",20cycles,Bug / Water 3,175.0,1.3,61.5,Slow,Purple,70.0,Ogre Scorpion Pokémon,4,No
453,#0453,Croagunk,Poison / Fighting,Anticipation / Dry Skin,Poison Touch,"50% male, 50% female",10cycles,Human-Like,60.0,0.7,23.0,Medium Fast,Blue,100.0,Toxic Mouth Pokémon,4,No
454,#0454,Toxicroak,Poison / Fighting,Anticipation / Dry Skin,Poison Touch,"50% male, 50% female",20cycles,Human-Like,172.0,1.3,44.4,Medium Fast,Blue,70.0,Toxic Mouth Pokémon,4,No
455,#0455,Carnivine,Grass,Levitate,None,"50% male, 50% female",25cycles,Grass,159.0,1.4,27.0,Slow,Green,70.0,Bug Catcher Pokémon,4,No
456,#0456,Finneon,Water,Swift Swim / Storm Drain,Water Veil,"50% male, 50% female",20cycles,Water 2,66.0,0.4,7.0,Erratic,Blue,70.0,Wing Fish Pokémon,4,No
457,#0457,Lumineon,Water,Swift Swim / Storm Drain,Water Veil,"50% male, 50% female",20cycles,Water 2,161.0,1.2,24.0,Erratic,Blue,70.0,Neon Pokémon,4,No
458,#0458,Mantyke,Water / Flying,Swift Swim / Water Absorb,Water Veil,"50% male, 50% female",25cycles,No Eggs Discovered,69.0,1.0,65.0,Slow,Blue,70.0,Kite Pokémon,4,No
459,#0459,Snover,Grass / Ice,Snow Warning,Soundproof,"50% male, 50% female",20cycles,Monster / Grass,67.0,1.0,50.5,Slow,White,70.0,Frost Tree Pokémon,4,No
460,#0460,Abomasnow,Grass / Ice,Snow Warning,Soundproof,"50% male, 50% female",20cycles,Monster / Grass,173.0,2.2,135.5,Slow,White,70.0,Frost Tree Pokémon,4,No
461,#0461,Weavile,Dark / Ice,Pressure,Pickpocket,"50% male, 50% female",20cycles,Field,179.0,1.1,34.0,Medium Slow,Black,35.0,Sharp Claw Pokémon,4,No
462,#0462,Magnezone,Electric / Steel,Magnet Pull / Sturdy,Analytic,Gender unknown,20cycles,Mineral,241.0,1.2,180.0,Medium Fast,Gray,70.0,Magnet Area Pokémon,4,No
463,#0463,Lickilicky,Normal,Own Tempo / Oblivious,Cloud Nine,"50% male, 50% female",20cycles,Monster,180.0,1.7,140.0,Medium Fast,Pink,70.0,Licking Pokémon,4,No
464,#0464,Rhyperior,Ground / Rock,Lightning Rod / Solid Rock,Reckless,"50% male, 50% female",20cycles,Monster / Field,241.0,2.4,282.8,Slow,Gray,70.0,Drill Pokémon,4,No
465,#0465,Tangrowth,Grass,Chlorophyll / Leaf Guard,Regenerator,"50% male, 50% female",20cycles,Grass,187.0,2.0,128.6,Medium Fast,Blue,70.0,Vine Pokémon,4,No
466,#0466,Electivire,Electric,Motor Drive,Vital Spirit,"75% male, 25% female",25cycles,Human-Like,243.0,1.8,138.6,Medium Fast,Yellow,70.0,Thunderbolt Pokémon,4,No
467,#0467,Magmortar,Fire,Flame Body,Vital Spirit,"75% male, 25% female",25cycles,Human-Like,243.0,1.6,68.0,Medium Fast,Red,70.0,Blast Pokémon,4,No
468,#0468,Togekiss,Fairy / Flying,Hustle / Serene Grace,Super Luck,"87.5% male, 12.5% female",10cycles,Flying / Fairy,245.0,1.5,38.0,Fast,White,70.0,Jubilee Pokémon,4,No
469,#0469,Yanmega,Bug / Flying,Speed Boost / Tinted Lens,Frisk,"50% male, 50% female",20cycles,Bug,180.0,1.9,51.5,Medium Fast,Green,70.0,Ogre Darner Pokémon,4,No
470,#0470,Leafeon,Grass,Leaf Guard,Chlorophyll,"87.5% male, 12.5% female",35cycles,Field,184.0,1.0,25.5,Medium Fast,Green,35.0,Verdant Pokémon,4,No
471,#0471,Glaceon,Ice,Snow Cloak,Ice Body,"87.5% male, 12.5% female",35cycles,Field,184.0,0.8,25.9,Medium Fast,Blue,35.0,Fresh Snow Pokémon,4,No
472,#0472,Gliscor,Ground / Flying,Hyper Cutter / Sand Veil,Poison Heal,"50% male, 50% female",20cycles,Bug,179.0,2.0,42.5,Medium Slow,Purple,70.0,Fang Scorpion Pokémon,4,No
473,#0473,Mamoswine,Ice / Ground,Oblivious / Snow Cloak,Thick Fat,"50% male, 50% female",20cycles,Field,239.0,2.5,291.0,Slow,Brown,70.0,Twin Tusk Pokémon,4,No
474,#0474,Porygon-Z,Normal,Adaptability / Download,Analytic,Gender unknown,20cycles,Mineral,241.0,0.9,34.0,Medium Fast,Red,70.0,Virtual Pokémon,4,No
475,#0475,Gallade,Psychic / Fighting,Steadfast / Sharpness,Justified,100% male,20cycles,Human-Like / Amorphous,233.0,1.6,52.0,Slow,White,35.0,Blade Pokémon,4,No
476,#0476,Probopass,Rock / Steel,Sturdy / Magnet Pull,Sand Force,"50% male, 50% female",20cycles,Mineral,184.0,1.4,340.0,Medium Fast,Gray,70.0,Compass Pokémon,4,No
477,#0477,Dusknoir,Ghost,Pressure,Frisk,"50% male, 50% female",25cycles,Amorphous,236.0,2.2,106.6,Fast,Black,35.0,Gripper Pokémon,4,No
478,#0478,Froslass,Ice / Ghost,Snow Cloak,Cursed Body,100% female,20cycles,Fairy / Mineral,168.0,1.3,26.6,Medium Fast,White,70.0,Snow Land Pokémon,4,No
479,#0479,Rotom,Electric / Ghost,Levitate,None,Gender unknown,20cycles,Amorphous,154.0,0.3,0.3,Medium Fast,Red,70.0,Plasma Pokémon,4,No
480,#0480,Uxie,Psychic,Levitate,None,Gender unknown,80cycles,No Eggs Discovered,261.0,0.3,0.3,Slow,Yellow,140.0,Knowledge Pokémon,4,Yes
481,#0481,Mesprit,Psychic,Levitate,None,Gender unknown,80cycles,No Eggs Discovered,261.0,0.3,0.3,Slow,Pink,140.0,Emotion Pokémon,4,Yes
482,#0482,Azelf,Psychic,Levitate,None,Gender unknown,80cycles,No Eggs Discovered,261.0,0.3,0.3,Slow,Blue,140.0,Willpower Pokémon,4,Yes
483,#0483,Dialga,Steel / Dragon,Pressure,Telepathy,Gender unknown,120cycles,No Eggs Discovered,306.0,5.4,683.0,Slow,White,0.0,Temporal Pokémon,4,Yes
484,#0484,Palkia,Water / Dragon,Pressure,Telepathy,Gender unknown,120cycles,No Eggs Discovered,306.0,4.2,336.0,Slow,Purple,0.0,Spatial Pokémon,4,Yes
485,#0485,Heatran,Fire / Steel,Flash Fire,Flame Body,"50% male, 50% female",10cycles,No Eggs Discovered,270.0,1.7,430.0,Slow,Brown,100.0,Lava Dome Pokémon,4,Yes
486,#0486,Regigigas,Normal,Slow Start,None,Gender unknown,120cycles,No Eggs Discovered,302.0,3.7,420.0,Slow,White,0.0,Colossal Pokémon,4,Yes
487,#0487,Giratina,Ghost / Dragon,Pressure,Telepathy,Gender unknown,120cycles,No Eggs Discovered,306.0,4.5,750.0,Slow,Black,0.0,Renegade Pokémon,4,Yes
488,#0488,Cresselia,Psychic,Levitate,None,100% female,120cycles,No Eggs Discovered,270.0,1.5,85.6,Slow,Yellow,100.0,Lunar Pokémon,4,Yes
489,#0489,Phione,Water,Hydration,None,Gender unknown,40cycles,Water 1 / Fairy,216.0,0.4,3.1,Slow,Blue,70.0,Sea Drifter Pokémon,4,Yes
490,#0490,Manaphy,Water,Hydration,None,Gender unknown,10cycles,Water 1 / Fairy,270.0,0.3,1.4,Slow,Blue,70.0,Seafaring Pokémon,4,Yes
491,#0491,Darkrai,Dark,Bad Dreams,None,Gender unknown,120cycles,No Eggs Discovered,270.0,1.5,50.5,Slow,Black,0.0,Pitch-Black Pokémon,4,Yes
492,#0492,Shaymin,Grass,Natural Cure,None,Gender unknown,120cycles,No Eggs Discovered,270.0,0.2,2.1,Medium Slow,Green,100.0,Gratitude Pokémon,4,Yes
493,#0493,Arceus,Normal,Multitype,None,Gender unknown,120cycles,No Eggs Discovered,324.0,3.2,320.0,Slow,White,0.0,Alpha Pokémon,4,Yes
494,#0494,Victini,Psychic / Fire,Victory Star,None,Gender unknown,120cycles,No Eggs Discovered,270.0,0.4,4.0,Slow,Yellow,100.0,Victory Pokémon,5,Yes
495,#0495,Snivy,Grass,Overgrow,Contrary,"87.5% male, 12.5% female",20cycles,Field / Grass,62.0,0.6,8.1,Medium Slow,Green,70.0,Grass Snake Pokémon,5,No
496,#0496,Servine,Grass,Overgrow,Contrary,"87.5% male, 12.5% female",20cycles,Field / Grass,145.0,0.8,16.0,Medium Slow,Green,70.0,Grass Snake Pokémon,5,No
497,#0497,Serperior,Grass,Overgrow,Contrary,"87.5% male, 12.5% female",20cycles,Field / Grass,238.0,3.3,63.0,Medium Slow,Green,70.0,Regal Pokémon,5,No
498,#0498,Tepig,Fire,Blaze,Thick Fat,"87.5% male, 12.5% female",20cycles,Field,62.0,0.5,9.9,Medium Slow,Red,70.0,Fire Pig Pokémon,5,No
499,#0499,Pignite,Fire / Fighting,Blaze,Thick Fat,"87.5% male, 12.5% female",20cycles,Field,146.0,1.0,55.5,Medium Slow,Red,70.0,Fire Pig Pokémon,5,No
500,#0500,Emboar,Fire / Fighting,Blaze,Reckless,"87.5% male, 12.5% female",20cycles,Field,238.0,1.6,150.0,Medium Slow,Red,70.0,Mega Fire Pig Pokémon,5,No
501,#0501,Oshawott,Water,Torrent,Shell Armor,"87.5% male, 12.5% female",20cycles,Field,62.0,0.5,5.9,Medium Slow,Blue,70.0,Sea Otter Pokémon,5,No
502,#0502,Dewott,Water,Torrent,Shell Armor,"87.5% male, 12.5% female",20cycles,Field,145.0,0.8,24.5,Medium Slow,Blue,70.0,Discipline Pokémon,5,No
503,#0503,Samurott,Water,Torrent / Shell Armor,Sharpness,"87.5% male, 12.5% female",20cycles,Field,238.0,1.5,94.6,Medium Slow,Blue,70.0,Formidable Pokémon,5,No
504,#0504,Patrat,Normal,Run Away / Keen Eye,Analytic,"50% male, 50% female",15cycles,Field,51.0,0.5,11.6,Medium Fast,Brown,70.0,Scout Pokémon,5,No
505,#0505,Watchog,Normal,Illuminate / Keen Eye,Analytic,"50% male, 50% female",20cycles,Field,147.0,1.1,27.0,Medium Fast,Brown,70.0,Lookout Pokémon,5,No
506,#0506,Lillipup,Normal,Vital Spirit / Pickup,Run Away,"50% male, 50% female",15cycles,Field,55.0,0.4,4.1,Medium Slow,Brown,70.0,Puppy Pokémon,5,No
507,#0507,Herdier,Normal,Intimidate / Sand Rush,Scrappy,"50% male, 50% female",15cycles,Field,130.0,0.9,14.7,Medium Slow,Gray,70.0,Loyal Dog Pokémon,5,No
508,#0508,Stoutland,Normal,Intimidate / Sand Rush,Scrappy,"50% male, 50% female",15cycles,Field,225.0,1.2,61.0,Medium Slow,Gray,70.0,Big-Hearted Pokémon,5,No
509,#0509,Purrloin,Dark,Limber / Unburden,Prankster,"50% male, 50% female",20cycles,Field,56.0,0.4,10.1,Medium Fast,Purple,70.0,Devious Pokémon,5,No
510,#0510,Liepard,Dark,Limber / Unburden,Prankster,"50% male, 50% female",20cycles,Field,156.0,1.1,37.5,Medium Fast,Purple,70.0,Cruel Pokémon,5,No
511,#0511,Pansage,Grass,Gluttony,Overgrow,"87.5% male, 12.5% female",20cycles,Field,63.0,0.6,10.5,Medium Fast,Green,70.0,Grass Monkey Pokémon,5,No
512,#0512,Simisage,Grass,Gluttony,Overgrow,"87.5% male, 12.5% female",20cycles,Field,174.0,1.1,30.5,Medium Fast,Green,70.0,Thorn Monkey Pokémon,5,No
513,#0513,Pansear,Fire,Gluttony,Blaze,"87.5% male, 12.5% female",20cycles,Field,63.0,0.6,11.0,Medium Fast,Red,70.0,High Temp Pokémon,5,No
514,#0514,Simisear,Fire,Gluttony,Blaze,"87.5% male, 12.5% female",20cycles,Field,174.0,1.0,28.0,Medium Fast,Red,70.0,Ember Pokémon,5,No
515,#0515,Panpour,Water,Gluttony,Torrent,"87.5% male, 12.5% female",20cycles,Field,63.0,0.6,13.5,Medium Fast,Blue,70.0,Spray Pokémon,5,No
516,#0516,Simipour,Water,Gluttony,Torrent,"87.5% male, 12.5% female",20cycles,Field,174.0,1.0,29.0,Medium Fast,Blue,70.0,Geyser Pokémon,5,No
517,#0517,Munna,Psychic,Forewarn / Synchronize,Telepathy,"50% male, 50% female",10cycles,Field,58.0,0.6,23.3,Fast,Pink,70.0,Dream Eater Pokémon,5,No
518,#0518,Musharna,Psychic,Forewarn / Synchronize,Telepathy,"50% male, 50% female",10cycles,Field,170.0,1.1,60.5,Fast,Pink,70.0,Drowsing Pokémon,5,No
519,#0519,Pidove,Normal / Flying,Big Pecks / Super Luck,Rivalry,"50% male, 50% female",15cycles,Flying,53.0,0.3,2.1,Medium Slow,Gray,70.0,Tiny Pigeon Pokémon,5,No
520,#0520,Tranquill,Normal / Flying,Big Pecks / Super Luck,Rivalry,"50% male, 50% female",15cycles,Flying,125.0,0.6,15.0,Medium Slow,Gray,70.0,Wild Pigeon Pokémon,5,No
521,#0521,Unfezant,Normal / Flying,Big Pecks / Super Luck,Rivalry,"50% male, 50% female",15cycles,Flying,220.0,1.2,29.0,Medium Slow,Gray,70.0,Proud Pokémon,5,No
522,#0522,Blitzle,Electric,Lightning Rod / Motor Drive,Sap Sipper,"50% male, 50% female",20cycles,Field,59.0,0.8,29.8,Medium Fast,Black,70.0,Electrified Pokémon,5,No
523,#0523,Zebstrika,Electric,Lightning Rod / Motor Drive,Sap Sipper,"50% male, 50% female",20cycles,Field,174.0,1.6,79.5,Medium Fast,Black,70.0,Thunderbolt Pokémon,5,No
524,#0524,Roggenrola,Rock,Sturdy / Weak Armor,Sand Force,"50% male, 50% female",15cycles,Mineral,56.0,0.4,18.0,Medium Slow,Blue,70.0,Mantle Pokémon,5,No
525,#0525,Boldore,Rock,Sturdy / Weak Armor,Sand Force,"50% male, 50% female",15cycles,Mineral,137.0,0.9,102.0,Medium Slow,Blue,70.0,Ore Pokémon,5,No
526,#0526,Gigalith,Rock,Sturdy / Sand Stream,Sand Force,"50% male, 50% female",15cycles,Mineral,232.0,1.7,260.0,Medium Slow,Blue,70.0,Compressed Pokémon,5,No
527,#0527,Woobat,Psychic / Flying,Unaware / Klutz,Simple,"50% male, 50% female",15cycles,Field / Flying,65.0,0.4,2.1,Medium Fast,Blue,70.0,Bat Pokémon,5,No
528,#0528,Swoobat,Psychic / Flying,Unaware / Klutz,Simple,"50% male, 50% female",15cycles,Field / Flying,149.0,0.9,10.5,Medium Fast,Blue,70.0,Courting Pokémon,5,No
529,#0529,Drilbur,Ground,Sand Rush / Sand Force,Mold Breaker,"50% male, 50% female",20cycles,Field,66.0,0.3,8.5,Medium Fast,Gray,70.0,Mole Pokémon,5,No
530,#0530,Excadrill,Ground / Steel,Sand Rush / Sand Force,Mold Breaker,"50% male, 50% female",20cycles,Field,178.0,0.7,40.4,Medium Fast,Gray,70.0,Subterrene Pokémon,5,No
531,#0531,Audino,Normal,Healer / Regenerator,Klutz,"50% male, 50% female",20cycles,Fairy,390.0,1.1,31.0,Fast,Pink,70.0,Hearing Pokémon,5,No
532,#0532,Timburr,Fighting,Guts / Sheer Force,Iron Fist,"75% male, 25% female",20cycles,Human-Like,61.0,0.6,12.5,Medium Slow,Gray,70.0,Muscular Pokémon,5,No
533,#0533,Gurdurr,Fighting,Guts / Sheer Force,Iron Fist,"75% male, 25% female",20cycles,Human-Like,142.0,1.2,40.0,Medium Slow,Gray,70.0,Muscular Pokémon,5,No
534,#0534,Conkeldurr,Fighting,Guts / Sheer Force,Iron Fist,"75% male, 25% female",20cycles,Human-Like,227.0,1.4,87.0,Medium Slow,Brown,70.0,Muscular Pokémon,5,No
535,#0535,Tympole,Water,Swift Swim / Hydration,Water Absorb,"50% male, 50% female",20cycles,Water 1,59.0,0.5,4.5,Medium Slow,Blue,70.0,Tadpole Pokémon,5,No
536,#0536,Palpitoad,Water / Ground,Swift Swim / Hydration,Water Absorb,"50% male, 50% female",20cycles,Water 1,134.0,0.8,17.0,Medium Slow,Blue,70.0,Vibration Pokémon,5,No
537,#0537,Seismitoad,Water / Ground,Swift Swim / Poison Touch,Water Absorb,"50% male, 50% female",20cycles,Water 1,229.0,1.5,62.0,Medium Slow,Blue,70.0,Vibration Pokémon,5,No
538,#0538,Throh,Fighting,Guts / Inner Focus,Mold Breaker,100% male,20cycles,Human-Like,163.0,1.3,55.5,Medium Fast,Red,70.0,Judo Pokémon,5,No
539,#0539,Sawk,Fighting,Sturdy / Inner Focus,Mold Breaker,100% male,20cycles,Human-Like,163.0,1.4,51.0,Medium Fast,Blue,70.0,Karate Pokémon,5,No
540,#0540,Sewaddle,Bug / Grass,Swarm / Chlorophyll,Overcoat,"50% male, 50% female",15cycles,Bug,62.0,0.3,2.5,Medium Slow,Yellow,70.0,Sewing Pokémon,5,No
541,#0541,Swadloon,Bug / Grass,Leaf Guard / Chlorophyll,Overcoat,"50% male, 50% female",15cycles,Bug,133.0,0.5,7.3,Medium Slow,Green,70.0,Leaf-Wrapped Pokémon,5,No
542,#0542,Leavanny,Bug / Grass,Swarm / Chlorophyll,Overcoat,"50% male, 50% female",15cycles,Bug,225.0,1.2,20.5,Medium Slow,Yellow,70.0,Nurturing Pokémon,5,No
543,#0543,Venipede,Bug / Poison,Poison Point / Swarm,Speed Boost,"50% male, 50% female",15cycles,Bug,52.0,0.4,5.3,Medium Slow,Red,70.0,Centipede Pokémon,5,No
544,#0544,Whirlipede,Bug / Poison,Poison Point / Swarm,Speed Boost,"50% male, 50% female",15cycles,Bug,126.0,1.2,58.5,Medium Slow,Gray,70.0,Curlipede Pokémon,5,No
545,#0545,Scolipede,Bug / Poison,Poison Point / Swarm,Speed Boost,"50% male, 50% female",20cycles,Bug,218.0,2.5,200.5,Medium Slow,Red,70.0,Megapede Pokémon,5,No
546,#0546,Cottonee,Grass / Fairy,Prankster / Infiltrator,Chlorophyll,"50% male, 50% female",20cycles,Grass / Fairy,56.0,0.3,0.6,Medium Fast,Green,70.0,Cotton Puff Pokémon,5,No
547,#0547,Whimsicott,Grass / Fairy,Prankster / Infiltrator,Chlorophyll,"50% male, 50% female",20cycles,Grass / Fairy,168.0,0.7,6.6,Medium Fast,Green,70.0,Windveiled Pokémon,5,No
548,#0548,Petilil,Grass,Chlorophyll / Own Tempo,Leaf Guard,100% female,20cycles,Grass,56.0,0.5,6.6,Medium Fast,Green,70.0,Bulb Pokémon,5,No
549,#0549,Lilligant,Grass,Chlorophyll / Own Tempo,Leaf Guard,100% female,20cycles,Grass,168.0,1.1,16.3,Medium Fast,Green,70.0,Flowering Pokemon,5,No
550,#0550,Basculin,Water,Reckless / Adaptability,Mold Breaker,"50% male, 50% female",40cycles,Water 2,161.0,1.0,18.0,Medium Fast,Green,70.0,Hostile Pokemon,5,No
551,#0551,Sandile,Ground / Dark,Intimidate / Moxie,Anger Point,"50% male, 50% female",20cycles,Field,58.0,0.7,15.2,Medium Slow,Brown,70.0,Desert Croc Pokémon,5,No
552,#0552,Krokorok,Ground / Dark,Intimidate / Moxie,Anger Point,"50% male, 50% female",20cycles,Field,123.0,1.0,33.4,Medium Slow,Brown,70.0,Desert Croc Pokémon,5,No
553,#0553,Krookodile,Ground / Dark,Intimidate / Moxie,Anger Point,"50% male, 50% female",20cycles,Field,234.0,1.5,96.3,Medium Slow,Red,70.0,Intimidation Pokémon,5,No
554,#0554,Darumaka,Fire,Hustle,Inner Focus,"50% male, 50% female",20cycles,Field,63.0,0.6,37.5,Medium Slow,Red,70.0,Zen Charm Pokémon,5,No
555,#0555,Darmanitan,Fire,Sheer Force,Zen Mode,"50% male, 50% female",20cycles,Field,168.0,1.3,92.9,Medium Slow,Red,70.0,Blazing Pokemon,5,No
556,#0556,Maractus,Grass,Water Absorb / Chlorophyll,Storm Drain,"50% male, 50% female",20cycles,Grass,161.0,1.0,28.0,Medium Fast,Green,70.0,Cactus Pokémon,5,No
557,#0557,Dwebble,Bug / Rock,Sturdy / Shell Armor,Weak Armor,"50% male, 50% female",20cycles,Bug / Mineral,65.0,0.3,14.5,Medium Fast,Red,70.0,Rock Inn Pokémon,5,No
558,#0558,Crustle,Bug / Rock,Sturdy / Shell Armor,Weak Armor,"50% male, 50% female",20cycles,Bug / Mineral,170.0,1.4,200.0,Medium Fast,Red,70.0,Stone Home Pokémon,5,No
559,#0559,Scraggy,Dark / Fighting,Shed Skin / Moxie,Intimidate,"50% male, 50% female",15cycles,Field / Dragon,70.0,0.6,11.8,Medium Fast,Yellow,35.0,Shedding Pokémon,5,No
560,#0560,Scrafty,Dark / Fighting,Shed Skin / Moxie,Intimidate,"50% male, 50% female",15cycles,Field / Dragon,171.0,1.1,30.0,Medium Fast,Red,70.0,Hoodlum Pokémon,5,No
561,#0561,Sigilyph,Psychic / Flying,Wonder Skin / Magic Guard,Tinted Lens,"50% male, 50% female",20cycles,Flying,172.0,1.4,14.0,Medium Fast,Black,70.0,Avianoid Pokémon,5,No
562,#0562,Yamask,Ghost,Mummy,Wandering Spirit,"50% male, 50% female",25cycles,Mineral / Amorphous,61.0,0.5,1.5,Medium Fast,Black,70.0,Spirit Pokémon,5,No
563,#0563,Cofagrigus,Ghost,Mummy,None,"50% male, 50% female",25cycles,Mineral / Amorphous,169.0,1.7,76.5,Medium Fast,Yellow,70.0,Coffin Pokémon,5,No
564,#0564,Tirtouga,Water / Rock,Solid Rock / Sturdy,Swift Swim,"87.5% male, 12.5% female",30cycles,Water 1 / Water 3,71.0,0.7,16.5,Medium Fast,Blue,70.0,Prototurtle Pokémon,5,No
565,#0565,Carracosta,Water / Rock,Solid Rock / Sturdy,Swift Swim,"87.5% male, 12.5% female",30cycles,Water 1 / Water 3,173.0,1.2,81.0,Medium Fast,Blue,70.0,Prototurtle Pokémon,5,No
566,#0566,Archen,Rock / Flying,Defeatist,None,"87.5% male, 12.5% female",30cycles,Flying / Water 3,71.0,0.5,9.5,Medium Fast,Yellow,70.0,First Bird Pokémon,5,No
567,#0567,Archeops,Rock / Flying,Defeatist,None,"87.5% male, 12.5% female",30cycles,Flying / Water 3,177.0,1.4,32.0,Medium Fast,Yellow,70.0,First Bird Pokémon,5,No
568,#0568,Trubbish,Poison,Stench / Sticky Hold,Aftermath,"50% male, 50% female",20cycles,Mineral,66.0,0.6,31.0,Medium Fast,Green,70.0,Trash Bag Pokémon,5,No
569,#0569,Garbodor,Poison,Stench / Weak Armor,Aftermath,"50% male, 50% female",20cycles,Mineral,166.0,1.9,107.3,Medium Fast,Green,70.0,Trash Heap Pokémon,5,No
570,#0570,Zorua,Dark,Illusion,None,"87.5% male, 12.5% female",25cycles,Field,66.0,0.7,12.5,Medium Slow,Gray,70.0,Tricky Fox Pokemon,5,No
571,#0571,Zoroark,Dark,Illusion,None,"87.5% male, 12.5% female",20cycles,Field,179.0,1.6,81.1,Medium Slow,Gray,70.0,Illusion Fox Pokemon,5,No
572,#0572,Minccino,Normal,Cute Charm / Technician,Skill Link,"25% male, 75% female",15cycles,Field,60.0,0.4,5.8,Fast,Gray,70.0,Chinchilla Pokémon,5,No
573,#0573,Cinccino,Normal,Cute Charm / Technician,Skill Link,"25% male, 75% female",15cycles,Field,165.0,0.5,7.5,Fast,Gray,70.0,Scarf Pokémon,5,No
574,#0574,Gothita,Psychic,Frisk / Competitive,Shadow Tag,"25% male, 75% female",20cycles,Human-Like,58.0,0.4,5.8,Medium Slow,Purple,70.0,Fixation Pokémon,5,No
575,#0575,Gothorita,Psychic,Frisk / Competitive,Shadow Tag,"25% male, 75% female",20cycles,Human-Like,137.0,0.7,18.0,Medium Slow,Purple,70.0,Manipulate Pokémon,5,No
576,#0576,Gothitelle,Psychic,Frisk / Competitive,Shadow Tag,"25% male, 75% female",20cycles,Human-Like,221.0,1.5,44.0,Medium Slow,Purple,70.0,Astral Body Pokémon,5,No
577,#0577,Solosis,Psychic,Overcoat / Magic Guard,Regenerator,"50% male, 50% female",20cycles,Amorphous,58.0,0.3,1.0,Medium Slow,Green,70.0,Cell Pokémon,5,No
578,#0578,Duosion,Psychic,Overcoat / Magic Guard,Regenerator,"50% male, 50% female",20cycles,Amorphous,130.0,0.6,8.0,Medium Slow,Green,70.0,Mitosis Pokémon,5,No
579,#0579,Reuniclus,Psychic,Overcoat / Magic Guard,Regenerator,"50% male, 50% female",20cycles,Amorphous,221.0,1.0,20.1,Medium Slow,Green,70.0,Multiplying Pokémon,5,No
580,#0580,Ducklett,Water / Flying,Keen Eye / Big Pecks,Hydration,"50% male, 50% female",20cycles,Water 1 / Flying,61.0,0.5,5.5,Medium Fast,Blue,70.0,Water Bird Pokémon,5,No
581,#0581,Swanna,Water / Flying,Keen Eye / Big Pecks,Hydration,"50% male, 50% female",20cycles,Water 1 / Flying,166.0,1.3,24.2,Medium Fast,White,70.0,White Bird Pokémon,5,No
582,#0582,Vanillite,Ice,Ice Body / Snow Cloak,Weak Armor,"50% male, 50% female",20cycles,Mineral,61.0,0.4,5.7,Slow,White,70.0,Fresh Snow Pokémon,5,No
583,#0583,Vanillish,Ice,Ice Body / Snow Cloak,Weak Armor,"50% male, 50% female",20cycles,Mineral,138.0,1.1,41.0,Slow,White,70.0,Icy Snow Pokémon,5,No
